page,line_id,caption_index,text_raw,text_norm,x,y,w,h,x_center,site,number,side,part,variant,normalized_code
410,85,0,K-44 7115) KLBI 17800 «ASI 68.1.2 HU6S C7 340 CH4I27 ASI 63.12.8 HU 796; a: HU 11287,K-44 7115) KLBI 17800 «ASI 68.1.2 HU6S C7 340 CH4I27 ASI 63.12.8 HU 796; a: HU 11287,139,2856,2025,58,199,K,44,,,,K-44
410,86,0,"K-45 7120 KLBII9360 AS! 68,1.57 HU 25; w ASI c4 S060 «CH 2468 ASI 63.1 HU 789, « 109/87","K-45 7120 KLBII9360 AS! 68,1.57 HU 25; w ASI c4 S060 «CH 2468 ASI 63.1 HU 789, « 109/87",139,2893,1979,44,195,K,45,,,,K-45
410,87,0,K-46 67119 KLB2 18760 ASI 68.1.3 HU 37 co 27} CH WMS ASI63.12.21 HU 809; a 110/87,K-46 67119 KLB2 18760 ASI 68.1.3 HU 37 co 27} CH WMS ASI63.12.21 HU 809; a 110/87,139,2920,1979,57,200,K,46,,,,K-46
410,88,0,"K-47? «7134S KLB22IS2— ASI GR. A: ASI, A bis, a, B,C, D: C10 630) 6CH 297 ASI 63.125 HU 793; «: ASI","K-47? «7134S KLB22IS2- ASI GR. A: ASI, A bis, a, B,C, D: C10 630) 6CH 297 ASI 63.125 HU 793; «: ASI",139,2956,1945,45,178,K,47,,,,K-47
410,90,0,"K-48 «#671430 murfxcfind = Rohtak Saratvati: neo, 275 C12 5064 CH2530 ASI63.1226 HU #14; & CE pl Ling","K-48 «#671430 murfxcfind = Rohtak Saratvati: neo, 275 C12 5064 CH2530 ASI63.1226 HU #14; & CE pl Ling",139,3016,2048,53,189,K,48,,,,K-48
410,91,0,K-49 7024 KLB25617 (1) ASI 68.1.40 HU 80 Cli «65054 CHI758 ASI63.1217 HU 805; & HU 113/87,K-49 7024 KLB25617 (1) ASI 68.1.40 HU 80 Cli «65054 CHI758 ASI63.1217 HU 805; & HU 113/87,139,3046,2024,59,195,K,49,,,,K-49
410,93,0,K-5) 7026 KLB2435 ASI 681.75 HU 75 C15 S046 CH 283 AS! 63.126 HU 794; & CE pLuinis,K-5) 7026 KLB2435 ASI 681.75 HU 75 C15 S046 CH 283 AS! 63.126 HU 794; & CE pLuinis,139,3115,2042,54,176,K,5,,,,K-5
410,94,0,"K-52 7027 ~KLD 6236 ASI 68.146 A, @ ASI. A bis, B, Dy HU 20 C16 5055 CH2595 ASI 63.123 ASI","K-52 7027 ~KLD 6236 ASI 68.146 A, @ ASI. A bis, B, Dy HU 20 C16 5055 CH2595 ASI 63.123 ASI",139,3147,1815,52,189,K,52,,,,K-52
410,95,0,K-33) 7077) KLIBI 16093 AS] 68.1.2 HU 4 Cv 3022 CH 3207 ASI63.1229 HU 81; a CE plu,K-33) 7077) KLIBI 16093 AS] 68.1.2 HU 4 Cv 3022 CH 3207 ASI63.1229 HU 81; a CE plu,139,3174,2035,59,188,K,33,,,,K-33
411,1,0,DATA C-19 to Tkwd-3; CORRIGENDA — 375,DATA C-19 to Tkwd-3; CORRIGENDA - 375,1222,65,1065,72,1452,C,19,t,,,C-19 t
411,1,1,DATA C-19 to Tkwd-3; CORRIGENDA — 375,DATA C-19 to Tkwd-3; CORRIGENDA - 375,1222,65,1065,72,1725,D,3,,,,D-3
411,1,2,DATA C-19 to Tkwd-3; CORRIGENDA — 375,DATA C-19 to Tkwd-3; CORRIGENDA - 375,1222,65,1065,72,2186,A,375,,,,A-375
411,6,0,cB S076 CH372Q@) NMI A.B: HU 118% 2 HU 14s Div-1 8326 «=DLV 7 KM 3143 HU 1277,cB S076 CH372Q@) NMI A.B: HU 118% 2 HU 14s Div-1 8326 «=DLV 7 KM 3143 HU 1277,144,337,1881,40,1292,V,1,,,,V-1
411,14,0,CH 372) Msk-1 8801 axfice ™ AL 13 (1957) pl. XVIEB |,CH 372) Msk-1 8801 axfice ™ AL 13 (1957) pl. XVIEB |,329,574,2112,60,816,K,1,,,,K-1
411,20,0,C35 3079 CH ISS ASI 63.1235 HU823 Rg-2 8351 saptue Rohiak Grinucad & Parpola,C35 3079 CH ISS ASI 63.1235 HU823 Rg-2 8351 saptue Rohiak Grinucad & Parpola,145,784,1995,43,1116,G,2,,,,G-2
411,31,0,"C45 Sill CH172%6 ASI63,1232 HU 820; a CE pL XLDCH Skid-2 8074 SKTDIBS7T ASI S012 HU 787","C45 Sill CH172%6 ASI63,1232 HU 820; a CE pL XLDCH Skid-2 8074 SKTDIBS7T ASI S012 HU 787",145,1137,1867,44,1325,D,2,,,,D-2
411,32,0,C46 «5130 CH 3840 ASI63.1233 HUI Skid-3 8079 SKTDS9IA AS! HU 337487,C46 «5130 CH 3840 ASI63.1233 HUI Skid-3 8079 SKTDS9IA AS! HU 337487,146,1170,1902,43,1224,D,3,,,,D-3
411,36,0,C50 S133.) CH 97 ASI63.I2I8 HU 806 ‘Tkwd-1 8126 77 ™ Al 9 (1953) pLXXVILA,C50 S133.) CH 97 ASI63.I2I8 HU 806 ‘Tkwd-1 8126 77 ™ Al 9 (1953) pLXXVILA,145,1297,2053,45,1298,D,1,,,,D-1
411,41,0,"BS #8523 BNL99OS =§6ASI ASI Tkwd-3 8127 77? ™ bad,","BS #8523 BNL99OS =§6ASI ASI Tkwd-3 8127 77? ™ bad,",146,1458,1826,44,1351,D,3,,,,D-3
411,53,0,"B-i7 852) BNL9Wi ASI A: ASI-EBS; a: ASI section (p. 364), where it was mxsigned to other objects. M-435 and M-340, which","B-i7 852) BNL9Wi ASI A: ASI-EBS; a: ASI section (p. 364), where it was mxsigned to other objects. M-435 and M-340, which",147,1838,2141,45,1957,M,435,a,,,M-435 a
411,53,1,"B-i7 852) BNL9Wi ASI A: ASI-EBS; a: ASI section (p. 364), where it was mxsigned to other objects. M-435 and M-340, which","B-i7 852) BNL9Wi ASI A: ASI-EBS; a: ASI section (p. 364), where it was mxsigned to other objects. M-435 and M-340, which",147,1838,2141,45,2118,M,340,,,,M-340
411,54,0,"B-t8 8538 BNL9W6 ASI ASI owe their mumbers wo this arrangement, would have their proper places after M-334","B-t8 8538 BNL9W6 ASI ASI owe their mumbers wo this arrangement, would have their proper places after M-334",148,1870,2136,44,2233,M,334,,,,M-334
411,55,0,"B19 68339 BNL??? ™ ASL-EBS and M-463 respectively, M-595 was deleted on p. 150.","B19 68339 BNL??? ™ ASL-EBS and M-463 respectively, M-595 was deleted on p. 150.",147,1905,1812,47,938,M,463,r,,,M-463 r
411,55,1,"B19 68339 BNL??? ™ ASL-EBS and M-463 respectively, M-595 was deleted on p. 150.","B19 68339 BNL??? ™ ASL-EBS and M-463 respectively, M-595 was deleted on p. 150.",147,1905,1812,47,1397,M,595,w,,,M-595 w
411,56,0,"5-20 68534 BNL 2360 ASI ASI P, 42: M-124 is misplaced (is the photocopy used in sorting the material, the","5-20 68534 BNL 2360 ASI ASI P, 42: M-124 is misplaced (is the photocopy used in sorting the material, the",147,1936,2140,42,931,M,124,i,,,M-124 i
411,57,0,B2) 8525 BNI9205 ASI ASI back of the seal seemed to have traces of 2 broken boss similar to that of H-100) ;,B2) 8525 BNI9205 ASI ASI back of the seal seemed to have traces of 2 broken boss similar to that of H-100) ;,147,1968,2140,43,2178,H,100,,,,H-100
411,58,0,B22 8531 BNLISS ASI ASI its proper place is between M-326 and M-327 on p. £2.,B22 8531 BNLISS ASI ASI its proper place is between M-326 and M-327 on p. £2.,147,2000,1823,49,1460,M,326,a,,,M-326 a
411,58,1,B22 8531 BNLISS ASI ASI its proper place is between M-326 and M-327 on p. £2.,B22 8531 BNLISS ASI ASI its proper place is between M-326 and M-327 on p. £2.,147,2000,1823,49,1697,M,327,o,,,M-327 o
411,59,0,B23 «48545 BNLI3378 ASI HU SIA? P. 56: M-223 A and M-223 a have changed places - the mistake escaped,B23 «48545 BNLI3378 ASI HU SIA? P. 56: M-223 A and M-223 a have changed places - the mistake escaped,147,2032,2142,44,1068,M,223,A,,,M-223 A
411,59,1,B23 «48545 BNLI3378 ASI HU SIA? P. 56: M-223 A and M-223 a have changed places - the mistake escaped,B23 «48545 BNLI3378 ASI HU SIA? P. 56: M-223 A and M-223 a have changed places - the mistake escaped,147,2032,2142,44,1325,M,223,a,,,M-223 a
411,61,0,B-25 8548 BNLIINWE4 ASI HU 314/87 normal one.,B-25 8548 BNLIINWE4 ASI HU 314/87 normal one.,147,2092,1358,52,222,B,25,,,,B-25
411,62,0,"B26 8547 BNLS&O 8 ASI HU 31287; ain Addenda (P. 82: M-326 b and M-326 b bis have changed places, but the change ts uken","B26 8547 BNLS&O 8 ASI HU 31287; ain Addenda (P. 82: M-326 b and M-326 b bis have changed places, but the change ts uken",147,2129,2141,44,1154,M,326,b,,,M-326 b
411,62,1,"B26 8547 BNLS&O 8 ASI HU 31287; ain Addenda (P. 82: M-326 b and M-326 b bis have changed places, but the change ts uken","B26 8547 BNLS&O 8 ASI HU 31287; ain Addenda (P. 82: M-326 b and M-326 b bis have changed places, but the change ts uken",147,2129,2141,44,1397,M,326,b,,bis,M-326 b bis
411,64,0,828 600 BNL??? ™ ASL-EBS (P. 96: M-396 has come before M-394 because their nambers have changed,828 600 BNL??? ™ ASL-EBS (P. 96: M-396 has come before M-394 because their nambers have changed,147,2191,2144,47,970,M,396,h,,,M-396 h
411,64,1,828 600 BNL??? ™ ASL-EBS (P. 96: M-396 has come before M-394 because their nambers have changed,828 600 BNL??? ™ ASL-EBS (P. 96: M-396 has come before M-394 because their nambers have changed,147,2191,2144,47,1467,M,394,b,,,M-394 b
411,67,0,B31 6401 BNL??? m ASLEBS i (P. 100: M-414 in misplaced: igs proper place is on between M-406 and M-,B31 6401 BNL??? m ASLEBS i (P. 100: M-414 in misplaced: igs proper place is on between M-406 and M-,147,2283,2143,53,1002,M,414,i,,,M-414 i
411,67,1,B31 6401 BNL??? m ASLEBS i (P. 100: M-414 in misplaced: igs proper place is on between M-406 and M-,B31 6401 BNL??? m ASLEBS i (P. 100: M-414 in misplaced: igs proper place is on between M-406 and M-,147,2283,2143,53,2106,M,406,a,,,M-406 a
411,72,0,B36 66407 = BNL? ™ ASLEBS | P. 112: M-464 A & B-have changed places.,B36 66407 = BNL? ™ ASLEBS | P. 112: M-464 A & B-have changed places.,146,2450,1750,44,1175,M,464,A,,,M-464 A
411,73,0,B37 66310 ~BNL?T? ™ AS-L-EBS P. 123; For M-497 F-G read M497 F_,B37 66310 ~BNL?T? ™ AS-L-EBS P. 123; For M-497 F-G read M497 F_,147,2481,1697,45,1345,M,497,F,,,M-497 F
411,75,0,Se ae » hyo hmeatans | by mistake printed instead af H-76 A is minor image; the real H-76 A has been,Se ae » hyo hmeatans | by mistake printed instead af H-76 A is minor image; the real H-76 A has been,142,2519,2150,97,1356,H,76,A,,,H-76 A
411,75,1,Se ae » hyo hmeatans | by mistake printed instead af H-76 A is minor image; the real H-76 A has been,Se ae » hyo hmeatans | by mistake printed instead af H-76 A is minor image; the real H-76 A has been,142,2519,2150,97,2044,H,76,A,,,H-76 A
411,77,0,Ap3 810635 7 ™ TAR 58-59 p65 AS P. 188: H-85 A has been primed im mirror image by mistake.,Ap3 810635 7 ™ TAR 58-59 p65 AS P. 188: H-85 A has been primed im mirror image by mistake.,147,2608,1942,47,1085,H,85,A,,,H-85 A
411,78,0,Ami-l 8710 77 ASI Al 16 (1960) plives P. 197; H-130 A has been printed in mirror image by mistake.,Ami-l 8710 77 ASI Al 16 (1960) plives P. 197; H-130 A has been printed in mirror image by mistake.,146,2640,1956,46,1143,H,130,A,,,H-130 A
411,81,0,Ch2 49352 7 ™m TAR 70-71 pl. XIV:B placement of 1-208 would be after H-190.,Ch2 49352 7 ™m TAR 70-71 pl. XIV:B placement of 1-208 would be after H-190.,146,2733,1684,51,1751,H,190,,,,H-190
411,84,0,"Dedét 802) DMDSix3, ABDE& HU 1371 mistake inchsded as separate items und the whole series numbered H-252 to H-277;","Dedét 802) DMDSix3, ABDE& HU 1371 mistake inchsded as separate items und the whole series numbered H-252 to H-277;",148,2830,2146,44,2077,H,252,t,,,H-252 t
411,84,1,"Dedét 802) DMDSix3, ABDE& HU 1371 mistake inchsded as separate items und the whole series numbered H-252 to H-277;","Dedét 802) DMDSix3, ABDE& HU 1371 mistake inchsded as separate items und the whole series numbered H-252 to H-277;",148,2830,2146,44,2228,H,277,,,,H-277
411,89,0,Ded . cxa * P. ro H-289 A hes been printed im mirror image by mistake,Ded . cxa * P. ro H-289 A hes been printed im mirror image by mistake,144,2995,1961,71,769,H,289,A,,,H-289 A
411,90,0,"Dmd-$ cons Has ” Se 9300 LCKXXVER P_ 231: 1-356 A, 1-356 B und H-356 C ase to be corrected into H-354 A bis,","Dmd-$ cons Has ” Se 9300 LCKXXVER P_ 231: 1-356 A, 1-356 B und H-356 C ase to be corrected into H-354 A bis,",144,3036,2147,72,1475,H,356,C,,,H-356 C
411,90,1,"Dmd-$ cons Has ” Se 9300 LCKXXVER P_ 231: 1-356 A, 1-356 B und H-356 C ase to be corrected into H-354 A bis,","Dmd-$ cons Has ” Se 9300 LCKXXVER P_ 231: 1-356 A, 1-356 B und H-356 C ase to be corrected into H-354 A bis,",144,3036,2147,72,2161,H,354,A,,bis,H-354 A bis
411,91,0,"Deéé #023 DMDS!i,  ABDSITA HU 1373 H-33 B bis, and H-354 C bis.","Deéé #023 DMDS!i, ABDSITA HU 1373 H-33 B bis, and H-354 C bis.",148,3090,1563,47,1131,H,33,B,,bis,H-33 B bis
411,91,1,"Deéé #023 DMDS!i,  ABDSITA HU 1373 H-33 B bis, and H-354 C bis.","Deéé #023 DMDS!i, ABDSITA HU 1373 H-33 B bis, and H-354 C bis.",148,3090,1563,47,1547,H,354,C,,bis,H-354 C bis
411,92,0,"FZ 64, 14 . P. 236: After H-376 A adc (100%).","FZ 64, 14 . P. 236: After H-376 A adc (100%).",331,3115,1483,51,1319,H,376,A,,,H-376 A
411,93,0,"Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),","Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),",148,3153,2065,47,1094,L,141,A,,,L-141 A
411,93,1,"Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),","Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),",148,3153,2065,47,1384,L,141,A,,bis,L-141 A bis
411,93,2,"Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),","Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),",148,3153,2065,47,1696,L,14,,,,L-14
411,93,3,"Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),","Dné? 8027 77 ™ Sali p.507 pLCXL P27 For L-141 A and L-141 A bis, read L-14) A (1) and L-141 AQ),",148,3153,2065,47,2073,L,141,A,,,L-141 A
411,94,0,Dect 8025 77 ™ Sali p.502 plCXXXIX P. 27%: L-14 A EE Sere pee ee ee eee,Dect 8025 77 ™ Sali p.502 plCXXXIX P. 27%: L-14 A EE Sere pee ee ee eee,144,3187,2174,56,1567,L,14,A,,,L-14 A
413,10,0,2: M-393 A,2: M-393 A,1114,3236,192,27,1238,M,393,A,,,M-393 A
414,20,0,3: M-4I7 A,3: M-4I7 A,1152,1660,186,28,1245,M,4,I,,,M-4 I
414,24,0,4+: M-399 A,4+: M-399 A,1142,2960,190,28,1271,M,399,A,,,M-399 A
415,3,0,5: M-66 A,5: M-66 A,1146,1904,173,40,1261,M,66,A,,,M-66 A
415,4,0,6: M-382 A,6: M-382 A,1132,3245,197,40,1260,M,382,A,,,M-382 A
416,12,0,7: M-238 A,7: M-238 A,1133,2167,192,42,1257,M,238,A,,,M-238 A
416,21,0,&: M-379 A,&: M-379 A,1124,3232,189,27,1246,M,379,A,,,M-379 A
417,22,0,9: M-276A,9: M-276A,1136,1974,192,26,1264,M,276,A,,,M-276 A
417,39,0,10: M-332 A,10: M-332 A,1124,3242,203,27,1262,M,332,A,,,M-332 A
418,7,0,ll: M-404 A,ll: M-404 A,1133,1090,202,27,1270,M,404,A,,,M-404 A
418,32,0,12: M-304 A,12: M-304 A,1120,3225,202,26,1257,M,304,A,,,M-304 A
419,12,0,13; M-305 A,13; M-305 A,1134,2846,203,28,1272,M,305,A,,,M-305 A
420,20,0,15: M-3IDA,15: M-3IDA,1115,3227,199,28,1234,M,3,I,,,M-3 I
421,7,0,\ ya - 2) §2 3 Zp,\ ya - 2) §2 3 Zp,483,1319,1465,74,956,A,2,,,,A-2
421,10,0,16: M-312 A,16: M-312 A,1127,1757,205,61,1266,M,312,A,,,M-312 A
421,15,0,17: M-413. A,17: M-413. A,1125,3086,202,28,1234,M,413,,,,M-413
423,6,0,21: M-440 A,21: M-440 A,1068,850,197,49,1202,M,440,A,,,M-440 A
424,5,0,24: M-534 A,24: M-534 A,1110,1615,207,27,1251,M,534,A,,,M-534 A
424,11,0,25: M-534B,25: M-534B,1097,3203,207,26,1241,M,534,B,,,M-534 B
425,9,0,26: M-231 B |,26: M-231 B |,1113,815,1326,73,1929,M,231,B,,,M-231 B
426,12,0,30: K-65 A6,30: K-65 A6,1103,3231,214,29,1239,K,65,A,,,K-65 A
427,12,0,31: K-89 A 1-4,31: K-89 A 1-4,1098,1376,253,29,1233,K,89,A,,,K-89 A
427,38,0,32: K-96A,32: K-96A,1138,3234,184,29,1270,K,96,A,,,K-96 A
428,9,0,", Ald-3 A ™~",", Ald-3 A ™~",1564,2731,344,24,1764,D,3,A,,,D-3 A
428,10,0,M4: B-2HA,M4: B-2HA,300,3109,167,25,411,B,2,H,,,B-2 H
438,31,0,| Mohenjo-daro  (M-1 to 620) o....cecssescsssssssesesseststssssesssssssssensneescscenseeee 1-156 & 364,| Mohenjo-daro (M-1 to 620) o....cecssescsssssssesesseststssssesssssssssensneescscenseeee 1-156 & 364,93,2872,2122,75,481,M,1,t,,,M-1 t
438,34,0,© Kalibangan (K-1 tO 122).....ccccscecececeeceeceecceceeeseeeeeceeseeeeceececereecererseeereees 298-326,© Kalibangan (K-1 tO 122).....ccccscecececeeceeceecceceeeseeeeeceeseeeeceececereecererseeereees 298-326,9,3084,2207,58,362,K,1,t,,,K-1 t
439,8,0,"Dholavira (= Kotadi, Kotda-Timba) (DIv-1 to 2) .o..ccccccccocccessseesescccssescecsseessecesseseeeseee 355","Dholavira (= Kotadi, Kotda-Timba) (DIv-1 to 2) .o..ccccccccocccessseesescccssescecsseessecesseseeeseee 355",148,921,2030,61,904,V,1,t,,,V-1 t
439,10,0,"Khirsara (= Khera-Shara, Netra) (Krs-1 to 2) .....cc.ccsccssssosscsscacecsescereceeserssscescseseceeeeee 357","Khirsara (= Khera-Shara, Netra) (Krs-1 to 2) .....cc.ccsccssssosscsscacecsescereceeserssscescseseceeeeee 357",146,1119,2034,64,852,S,1,t,,,S-1 t
439,11,0,Prabhas Patan (= Somnath) (Pbs-1) ooo Dison et beinehaaseuancncaswasesatabsaskeodunmasacasaseuusiiacCcsas Lae,Prabhas Patan (= Somnath) (Pbs-1) ooo Dison et beinehaaseuancncaswasesatabsaskeodunmasacasaseuusiiacCcsas Lae,144,1455,2032,62,712,S,1,,,,S-1
439,12,0,Rakhigarhi (Rgr-1 10 3) ersecesceeeeseseeserseeseeeeesseeeceeceeereesssesseeeserereeceseeeee 359-360,Rakhigarhi (Rgr-1 10 3) ersecesceeeeseseeserseeseeeeesseeeceeceeereesssesseeeserereeceseeeee 359-360,140,1516,2037,69,465,R,1,,,,R-1
439,15,0,Rojdi (Rjd-1) avSesnvineneescsosarsou sn vabuseccsasdsnedsansucslccvechesueseebedcccceeoeceosectlel,Rojdi (Rjd-1) avSesnvineneescsosarsou sn vabuseccsasdsnedsansucslccvechesueseebedcccceeoeceosectlel,144,1716,2026,72,358,D,1,,,,D-1
439,17,0,Surkotada (Sktd-1 00 6) cecssscseesssssscccsscsonccssscencentenseccscsacesencesensensessesee 362-363,Surkotada (Sktd-1 00 6) cecssscseesssssscccsscsonccssscencentenseccscsacesencesensensessesee 362-363,146,1916,2028,74,470,D,1,,,,D-1
439,18,0,Tarkhanewala-dera (Tkwd-1 to 3) soeeeeesesaeeeeeseseeesnnseesseecsesseteneesstrecesesccecessracersreceeees OD,Tarkhanewala-dera (Tkwd-1 to 3) soeeeeesesaeeeeeseseeesnnseesseecsesseteneesstrecesesccecessracersreceeees OD,144,1987,2031,67,600,D,1,t,,,D-1 t
439,19,0,"Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM","Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM",146,2116,2029,81,399,M,435,,,,M-435
439,19,1,"Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM","Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM",146,2116,2029,81,554,M,540,,,,M-540
439,19,2,"Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM","Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM",146,2116,2029,81,719,H,76,A,,,H-76 A
439,19,3,"Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM","Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM",146,2116,2029,81,884,H,382,,,,H-382
439,19,4,"Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM","Addenda (M-435, M-540, H-76 A, H-382, B-26 a) S6dnsaracisnnasscsccetessilvadstecconse0se SOM",146,2116,2029,81,1050,B,26,a,,,B-26 a
448,8,0,"Furthermore when one purely ""Dilmun-type” seal (L-123) was found at Lothal,!3 much attention","Furthermore when one purely ""Dilmun-type” seal (L-123) was found at Lothal,!3 much attention",155,760,2031,58,1269,L,123,,,,L-123
449,14,0,This immigration is reflected in the seals of the Jhukar period at Chanhujo-daro in Sind (C-41,This immigration is reflected in the seals of the Jhukar period at Chanhujo-daro in Sind (C-41,256,1253,1896,53,2111,C,41,,,,C-41
449,15,0,"to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.","to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.",129,1319,2026,51,591,C,49,a,,,C-49 a
449,15,1,"to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.","to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.",129,1319,2026,51,767,C,50,,,,C-50
449,15,2,"to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.","to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.",129,1319,2026,51,1351,T,1,,,,T-1
449,15,3,"to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.","to 50, especially C-49 and C-50) and at Shahi-Tump (Sht-1) and Mehi (Mehi-1) in Baluchistan.",129,1319,2026,51,1747,I,1,,,,I-1
449,18,0,"Turkmenia,23 one clearly NE Iranian type stepped seal comes from Harappa (see H-166).24 The","Turkmenia,23 one clearly NE Iranian type stepped seal comes from Harappa (see H-166).24 The",128,1516,2030,63,1923,H,166,,,,H-166
450,5,0,"Mesopotamian inspiration);25 indeed, one cylinder seal from Mohenjo-daro (M-419) resembles more","Mesopotamian inspiration);25 indeed, one cylinder seal from Mohenjo-daro (M-419) resembles more",138,619,2031,57,1773,M,419,,,,M-419
450,7,0,"the cylinder seals of Daimabad (Dmd-4) and Maski (Msk-1) continue the NE Iranian tradition,","the cylinder seals of Daimabad (Dmd-4) and Maski (Msk-1) continue the NE Iranian tradition,",137,755,1870,59,866,D,4,,,,D-4
450,7,1,"the cylinder seals of Daimabad (Dmd-4) and Maski (Msk-1) continue the NE Iranian tradition,","the cylinder seals of Daimabad (Dmd-4) and Maski (Msk-1) continue the NE Iranian tradition,",137,755,1870,59,1236,K,1,,,,K-1
450,14,0,"made, undoubtedly by the potter, on wet clay pots before firing (cf., e.g., M-420 to 424). Other","made, undoubtedly by the potter, on wet clay pots before firing (cf., e.g., M-420 to 424). Other",139,1380,2032,52,1821,M,420,t,,,M-420 t
450,17,0,(L-124 ff.).28 The study of the seals and seal impressions in combination with their archaeological,(L-124 ff.).28 The study of the seals and seal impressions in combination with their archaeological,140,1580,2030,55,232,L,124,f,,,L-124 f
450,23,0,24 The unique T-shaped seal H-165 may also be of NE Iranian origin.,24 The unique T-shaped seal H-165 may also be of NE Iranian origin.,143,2021,1177,55,696,H,165,m,,,H-165 m
451,4,0,"Some of the seals, such as M-319, are carved hollow and provided with a lid so that","Some of the seals, such as M-319, are carved hollow and provided with a lid so that",361,583,1897,59,1035,M,319,,,,M-319
451,16,0,"ones, often massproduced in moulds. Sometimes great numbers of similar tablets (especially H-252","ones, often massproduced in moulds. Sometimes great numbers of similar tablets (especially H-252",235,1394,2027,52,2209,H,252,,,,H-252
451,22,0,"strokes that clearly stand for numbers. In M-494 A and M-495 A, there is a sequence of three U-","strokes that clearly stand for numbers. In M-494 A and M-495 A, there is a sequence of three U-",238,1799,2022,55,1238,M,494,A,,,M-494 A
451,22,1,"strokes that clearly stand for numbers. In M-494 A and M-495 A, there is a sequence of three U-","strokes that clearly stand for numbers. In M-494 A and M-495 A, there is a sequence of three U-",238,1799,2022,55,1483,M,495,A,,,M-495 A
451,25,0,of tablets is held in the hand of a kneeling or standing man-sign (cf. H-247 A). In the moulded,of tablets is held in the hand of a kneeling or standing man-sign (cf. H-247 A). In the moulded,237,1995,2026,55,1825,H,247,A,,,H-247 A
451,26,0,"tablets M-478 and M-479, the sign combination of 4 + U stands next to an iconographic scene where","tablets M-478 and M-479, the sign combination of 4 + U stands next to an iconographic scene where",239,2062,2023,58,478,M,478,a,,,M-478 a
451,26,1,"tablets M-478 and M-479, the sign combination of 4 + U stands next to an iconographic scene where","tablets M-478 and M-479, the sign combination of 4 + U stands next to an iconographic scene where",239,2062,2023,58,666,M,479,,,,M-479
451,32,0,"classes of Indus inscriptions, although cases like the above cited tablets M-478 and M-479 may","classes of Indus inscriptions, although cases like the above cited tablets M-478 and M-479 may",239,2460,2025,73,1930,M,478,a,,,M-478 a
451,32,1,"classes of Indus inscriptions, although cases like the above cited tablets M-478 and M-479 may","classes of Indus inscriptions, although cases like the above cited tablets M-478 and M-479 may",239,2460,2025,73,2145,M,479,m,,,M-479 m
452,7,0,"Siva"" in the buffalo-horned deity of a famous seal from Mohenjo-daro (M-304)36 may well be","Siva"" in the buffalo-horned deity of a famous seal from Mohenjo-daro (M-304)36 may well be",132,781,2028,55,1765,M,304,,,,M-304
453,14,0,"tablets (M-494 and M-495), contain 26 signs each. The longest inscription on any single side of an","tablets (M-494 and M-495), contain 26 signs each. The longest inscription on any single side of an",134,1204,2043,52,394,M,494,a,,,M-494 a
453,14,1,"tablets (M-494 and M-495), contain 26 signs each. The longest inscription on any single side of an","tablets (M-494 and M-495), contain 26 signs each. The longest inscription on any single side of an",134,1204,2043,52,582,M,495,,,,M-495
